id,host_since,host_is_superhost,host_listings_count,host_total_listings_count,host_identity_verified,is_location_exact,accommodates,bathrooms,bedrooms,beds,price,guests_included,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,Essentials,TV,Air conditioning,Elevator,Hangers,Washer,Iron,Laptop friendly workspace,Family/kid friendly,Hot water,Cable TV,Hair dryer,Free parking on premises,Smoking allowed,Dishes and silverware,Refrigerator,Doorman,Buzzer/wireless intercom,property_type_Apartment,room_type_Private room,cancellation_policy_moderate,cancellation_policy_strict_14_with_grace_period,neighbourhood_mean_price
10149076,2015.0,0,1.0,1.0,0,1,5,2.0,2.0,3.0,415.0,1,5,30,5,5,30,30,5.0,30.0,0,0,0,173,0,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,1,1,0,0,1,802.2762237762238
40779687,2019.0,0,0.0,0.0,1,1,3,1.0,2.0,3.0,415.0,1,2,15,2,2,1125,1125,2.0,1125.0,8,38,68,68,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0,802.2762237762238
14127123,2016.0,0,1.0,1.0,0,0,5,2.5,2.0,4.0,1200.0,1,17,22,17,17,22,22,17.0,22.0,27,57,87,87,0,0,1,1,1,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,802.2762237762238
8290507,2013.0,0,1.0,1.0,0,0,6,2.5,3.0,6.0,1049.0,1,10,30,10,10,30,30,10.0,30.0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,0,802.2762237762238
29650967,2016.0,0,261.0,261.0,1,1,10,3.5,4.0,8.0,894.0,1,2,1125,2,5,1125,1125,2.1,1125.0,10,28,51,310,1,0,0,185,180,5,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,0,0,1,0,0,1,802.2762237762238
17386651,2017.0,0,1.0,1.0,0,0,3,2.0,1.0,1.0,451.0,1,1,6,1,1,6,6,1.0,6.0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,1,1,0,0,802.2762237762238
1944285,2013.0,0,3.0,3.0,0,0,6,3.0,4.0,4.0,1200.0,1,1,30,1,1,30,30,1.0,30.0,0,0,0,0,3,0,1,3,3,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,1,802.2762237762238
10782706,2016.0,0,1.0,1.0,0,1,5,2.0,3.0,3.0,1049.0,1,2,30,2,2,30,30,2.0,30.0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,0,0,1,802.2762237762238
11492437,2016.0,0,1.0,1.0,0,0,6,2.0,2.0,3.0,2199.0,1,7,1125,7,7,1125,1125,7.0,1125.0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,1,1,0,0,0,802.2762237762238
40945436,2012.0,0,96.0,96.0,1,1,4,1.0,2.0,2.0,411.0,2,1,1125,1,5,90,1125,2.0,132.8,23,44,74,347,0,0,0,92,87,5,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,1,1,1,1,1,0,1,0,802.2762237762238
28631665,2014.0,0,40.0,40.0,1,0,2,1.0,0.0,2.0,235.0,1,3,1125,3,3,1125,1125,3.0,1125.0,30,57,87,362,6,6,0,39,39,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,1,0,1,0,802.2762237762238
2590071,2014.0,1,3.0,3.0,0,1,4,1.0,1.0,3.0,218.0,2,3,89,3,4,89,89,3.0,89.0,0,25,54,58,14,8,0,3,3,0,0,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,1,0,1,1,0,0,1,802.2762237762238
12866252,2016.0,0,2.0,2.0,0,1,6,2.0,3.0,3.0,999.0,1,5,1125,5,5,1125,1125,5.0,1125.0,23,48,78,342,3,1,0,1,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,802.2762237762238
273261,2011.0,0,1.0,1.0,0,1,6,3.5,4.0,3.0,4197.0,1,2,7,2,2,7,7,2.0,7.0,30,60,90,365,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,1,1,0,0,1,802.2762237762238
273496,2012.0,1,1.0,1.0,1,1,6,2.5,2.0,5.0,634.0,2,3,630,3,3,630,630,3.0,630.0,28,54,54,325,45,3,0,1,1,0,0,1,1,1,0,1,1,1,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,802.2762237762238
9277865,2012.0,0,36.0,36.0,1,1,4,1.0,1.0,1.0,298.0,2,4,365,4,4,365,365,4.0,365.0,20,46,76,82,7,3,0,30,25,5,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,802.2762237762238
33586110,2012.0,1,2.0,2.0,1,1,5,2.0,3.0,4.0,298.0,2,2,1125,2,2,1125,1125,2.0,1125.0,7,9,9,59,44,44,1,2,2,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,1,0,0,1,802.2762237762238
10962743,2016.0,0,1.0,1.0,0,1,4,2.0,2.0,2.0,948.0,1,3,1125,3,3,1125,1125,3.0,1125.0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,0,0,0,802.2762237762238
41494174,2020.0,0,0.0,0.0,0,1,6,2.0,2.0,3.0,2442.0,6,5,29,5,5,29,29,5.0,29.0,30,54,84,186,0,0,0,1,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,802.2762237762238
4161819,2011.0,0,34.0,34.0,1,1,3,2.5,2.0,2.0,269.0,2,3,90,3,3,30,90,3.0,87.7,9,36,66,137,97,7,1,25,24,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,802.2762237762238
39630856,2019.0,0,0.0,0.0,0,1,2,1.0,1.0,1.0,101.0,1,2,1125,2,2,1125,1125,2.0,1125.0,23,49,79,91,1,1,1,3,1,2,0,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,802.2762237762238
31597303,2019.0,0,1.0,1.0,0,0,7,3.0,3.0,6.0,579.0,1,2,1125,2,2,1125,1125,2.0,1125.0,6,9,17,55,3,3,1,1,1,0,0,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,802.2762237762238
27433031,2014.0,0,13.0,13.0,1,1,3,1.0,1.0,1.0,180.0,2,2,1125,2,7,1125,1125,2.4,1125.0,6,25,48,295,21,13,1,13,13,0,0,1,1,1,1,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,802.2762237762238
10288019,2015.0,1,3.0,3.0,1,1,5,1.5,2.0,3.0,319.0,4,2,90,2,4,90,90,2.0,90.0,0,14,35,205,138,43,1,3,3,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,802.2762237762238
3094547,2014.0,0,1.0,1.0,1,0,2,2.0,2.0,0.0,399.0,3,5,1125,5,5,1125,1125,5.0,1125.0,0,3,3,3,4,0,0,1,1,0,0,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,802.2762237762238
39112142,2019.0,0,2.0,2.0,0,0,2,1.0,1.0,1.0,150.0,1,2,1125,2,2,1125,1125,2.0,1125.0,0,0,0,0,0,0,0,2,0,2,0,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,802.2762237762238
32972966,2016.0,0,34.0,34.0,0,0,4,2.0,2.0,2.0,218.0,3,3,1125,3,3,1125,1125,3.0,1125.0,2,11,41,313,24,24,1,31,31,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,802.2762237762238
7150393,2014.0,0,17.0,17.0,1,0,4,2.5,2.0,4.0,411.0,1,5,90,5,5,90,90,5.0,90.0,0,27,57,332,4,3,0,18,18,0,0,0,1,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,1,1,0,0,1,802.2762237762238
16416434,2016.0,0,2.0,2.0,0,0,2,1.0,1.0,1.0,197.0,1,2,10,2,2,10,10,2.0,10.0,29,55,85,360,6,3,1,2,0,2,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,1,1,1,0,802.2762237762238
26890519,2015.0,0,1.0,1.0,0,1,4,1.0,2.0,2.0,332.0,1,4,90,4,4,90,90,4.0,90.0,15,27,27,196,3,3,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,1,0,0,1,802.2762237762238
40093376,2014.0,0,53.0,53.0,0,1,3,1.0,1.0,2.0,315.0,3,2,60,2,5,90,90,2.1,90.0,27,52,82,351,0,0,1,43,39,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,802.2762237762238
39752162,2011.0,0,42.0,42.0,0,1,5,2.5,2.0,4.0,399.0,5,2,15,2,2,15,15,2.0,15.0,29,53,83,358,0,0,0,43,43,0,0,1,1,1,1,0,1,1,1,0,1,1,0,1,0,1,0,0,0,1,0,0,1,802.2762237762238
2691437,2014.0,0,4.0,4.0,1,1,5,2.0,2.0,3.0,499.0,5,2,30,2,2,30,30,2.0,30.0,0,0,0,0,30,1,0,4,4,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,0,1,0,802.2762237762238
30551850,2012.0,1,2.0,2.0,0,1,2,1.0,1.0,1.0,321.0,2,2,1125,2,4,1125,1125,2.0,1125.0,14,38,68,68,18,16,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,0,802.2762237762238
41078038,2019.0,0,1.0,1.0,0,1,2,1.0,1.0,2.0,650.0,1,2,20,2,2,1125,1125,2.0,1125.0,11,19,19,101,2,2,0,1,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,802.2762237762238
13063480,2014.0,0,6.0,6.0,0,0,4,1.5,1.0,2.0,588.0,2,1,1125,1,1,1125,1125,1.0,1125.0,0,0,19,19,46,3,1,6,3,3,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,0,802.2762237762238
31416601,2016.0,0,1.0,1.0,0,1,4,2.0,2.0,2.0,390.0,4,2,1125,2,2,1125,1125,2.0,1125.0,0,5,5,5,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,1,802.2762237762238
20956656,2015.0,0,3.0,3.0,0,1,2,2.0,1.0,1.0,92.0,1,2,15,2,2,15,15,2.0,15.0,0,0,0,0,0,0,0,2,0,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,802.2762237762238
3602120,2014.0,0,2.0,2.0,1,1,2,1.0,1.0,2.0,3500.0,1,3,1125,3,3,1125,1125,3.0,1125.0,3,3,3,3,10,0,0,2,1,1,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,802.2762237762238
22849915,2015.0,0,3.0,3.0,1,1,6,1.0,2.0,4.0,290.0,2,2,89,2,5,89,89,2.8,89.0,10,35,62,319,34,19,1,3,3,0,0,1,1,1,1,1,0,0,1,0,1,1,1,0,0,1,1,0,0,1,0,0,1,802.2762237762238
10989923,2016.0,0,5.0,5.0,0,0,3,1.0,1.0,1.0,399.0,1,1,1125,1,1,1125,1125,1.0,1125.0,10,36,66,340,54,7,0,3,3,0,0,0,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,802.2762237762238
32338271,2019.0,0,1.0,1.0,0,1,4,1.0,1.0,3.0,449.0,1,1,1125,1,7,1125,1125,1.2,1125.0,29,59,89,364,1,1,0,1,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,802.2762237762238
36873331,2012.0,0,96.0,96.0,1,1,5,3.0,2.0,4.0,294.0,2,1,1125,1,1,1125,1125,1.0,1125.0,1,1,1,76,0,0,0,92,87,5,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1,1,0,1,0,802.2762237762238
6131102,2013.0,0,2.0,2.0,0,0,4,1.0,1.0,2.0,252.0,2,1,1125,1,1,1125,1125,1.0,1125.0,30,60,90,365,8,0,0,2,2,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,802.2762237762238
37885059,2017.0,0,2.0,2.0,0,0,1,1.0,1.0,1.0,80.0,1,1,1125,1,1,1125,1125,1.0,1125.0,0,24,34,55,4,4,1,2,0,2,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,0,802.2762237762238
40592695,2019.0,0,1.0,1.0,0,0,6,2.5,3.0,3.0,434.0,6,2,30,2,2,30,30,2.0,30.0,26,49,79,354,0,0,0,1,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,802.2762237762238
40485023,2014.0,0,3.0,3.0,0,1,4,2.0,2.0,3.0,1301.0,1,2,10,2,2,10,10,2.0,10.0,28,55,85,360,0,0,0,3,3,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,802.2762237762238
17230426,2014.0,1,20.0,20.0,1,1,4,1.0,1.0,1.0,999.0,2,4,31,4,6,31,31,4.0,31.0,29,57,87,87,2,0,0,29,26,3,0,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,802.2762237762238
31403984,2014.0,1,3.0,3.0,1,0,3,1.0,1.0,2.0,79.0,1,2,15,2,2,15,15,2.0,15.0,8,15,29,84,4,4,0,3,1,2,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,802.2762237762238
2950261,2012.0,0,1.0,1.0,0,1,2,2.0,1.0,1.0,201.0,1,3,30,3,3,30,30,3.0,30.0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,1,1,0,1,802.2762237762238
22833669,2014.0,1,19.0,19.0,1,0,4,1.0,1.0,1.0,451.0,2,3,90,3,3,90,90,3.0,90.0,0,0,0,0,0,0,0,15,14,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,802.2762237762238
31817046,2018.0,0,2.0,2.0,0,1,3,1.0,1.0,2.0,180.0,1,1,15,1,1,15,15,1.0,15.0,26,51,81,81,2,2,0,2,0,2,0,1,1,1,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1,0,802.2762237762238
40641619,2014.0,0,53.0,53.0,0,1,6,2.0,3.0,3.0,567.0,6,2,60,2,5,90,90,2.1,90.0,24,50,80,349,0,0,1,43,39,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0,802.2762237762238
21713033,2017.0,0,1.0,1.0,0,0,1,1.0,0.0,1.0,92.0,1,14,30,1,14,30,30,10.3,30.0,0,6,6,6,2,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,1,0,802.2762237762238
39117853,2014.0,1,20.0,20.0,1,1,6,2.5,3.0,13.0,999.0,2,3,20,3,6,20,20,3.1,20.0,9,39,69,69,1,1,0,29,26,3,0,1,1,1,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0,1,802.2762237762238
22898814,2018.0,0,1.0,1.0,0,1,2,3.0,3.0,5.0,189.0,1,30,30,30,30,30,30,30.0,30.0,30,60,90,365,1,1,1,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,802.2762237762238
13877733,2016.0,0,4.0,4.0,0,1,8,1.0,2.0,4.0,1461.0,1,7,1125,7,7,1125,1125,7.0,1125.0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,802.2762237762238
10675745,2016.0,0,1.0,1.0,0,0,4,2.0,2.0,2.0,999.0,4,10,24,10,10,24,24,10.0,24.0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,1,802.2762237762238
5627071,2015.0,0,3.0,3.0,1,0,1,2.0,3.0,1.0,159.0,1,3,60,3,7,60,60,3.1,60.0,25,49,79,354,3,2,0,2,0,2,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,0,1,802.2762237762238
2930509,2014.0,0,5.0,5.0,1,0,6,4.0,3.0,3.0,1351.0,4,6,90,6,6,90,90,6.0,90.0,26,50,80,170,13,2,0,4,3,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,802.2762237762238
11288380,2011.0,0,1.0,1.0,1,1,6,2.5,3.0,5.0,164.0,2,2,300,2,2,300,300,2.0,300.0,0,0,0,190,2,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,802.2762237762238
33331596,2016.0,1,14.0,14.0,0,1,4,2.0,2.0,4.0,818.0,1,3,1125,3,3,1125,1125,3.0,1125.0,0,0,14,177,4,4,0,14,10,4,0,1,1,1,1,0,1,1,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,802.2762237762238
18568610,2011.0,0,38.0,38.0,1,0,8,1.0,2.0,0.0,298.0,1,3,30,3,3,30,30,3.0,30.0,26,51,81,356,21,13,0,38,38,0,0,1,1,1,0,0,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,0,1,802.2762237762238
16096339,2016.0,0,1.0,1.0,0,0,4,1.0,1.0,2.0,499.0,1,2,1125,2,2,1125,1125,2.0,1125.0,27,51,81,356,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,802.2762237762238
13974299,2016.0,0,1.0,1.0,0,0,8,4.5,4.0,4.0,1962.0,1,5,90,5,5,90,90,5.0,90.0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,1,802.2762237762238
11276257,2010.0,0,1.0,1.0,0,1,5,2.0,3.0,3.0,571.0,1,3,90,3,3,90,90,3.0,90.0,0,0,0,0,12,0,0,1,1,0,0,0,1,1,1,0,1,1,0,1,0,1,1,1,1,0,0,1,1,1,0,1,0,802.2762237762238
40878548,2014.0,0,2.0,2.0,1,1,2,1.0,1.0,1.0,449.0,1,4,1125,4,4,1125,1125,4.0,1125.0,2,14,44,44,0,0,0,2,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,802.2762237762238
32488296,2019.0,0,1.0,1.0,0,1,4,3.5,2.0,2.0,3999.0,1,1,1125,1,1,1125,1125,1.0,1125.0,29,59,89,179,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,802.2762237762238
7635170,2015.0,1,1.0,1.0,1,1,2,1.0,1.0,1.0,122.0,1,2,30,2,2,30,30,2.0,30.0,15,30,60,150,40,11,1,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,0,1,1,1,0,802.2762237762238
3105815,2014.0,0,2.0,2.0,0,0,2,1.0,1.0,2.0,697.0,1,1,1125,1,1,1125,1125,1.0,1125.0,0,0,0,0,0,0,0,2,0,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,802.2762237762238
16377313,2011.0,0,65.0,65.0,1,0,2,2.0,1.0,1.0,768.0,2,2,89,1,2,90,90,1.8,90.0,14,39,64,230,36,7,1,56,54,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,802.2762237762238
29434625,2015.0,0,6.0,6.0,1,0,4,1.0,1.0,2.0,499.0,1,1,1125,1,1,1125,1125,1.0,1125.0,16,24,39,313,4,1,0,4,3,1,0,1,1,1,1,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,802.2762237762238
30753892,2018.0,0,1.0,1.0,0,0,4,1.0,2.0,2.0,701.0,1,3,60,3,3,60,60,3.0,60.0,0,0,0,0,2,1,0,1,1,0,0,1,1,1,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,1,802.2762237762238
9487865,2011.0,0,6.0,6.0,1,0,2,1.0,1.0,1.0,201.0,1,3,1125,3,5,1125,1125,3.0,1125.0,0,21,51,141,5,3,1,5,1,4,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,802.2762237762238
683547,2012.0,0,1.0,1.0,0,1,4,2.0,2.0,1.0,231.0,1,300,365,300,300,365,365,300.0,365.0,30,60,90,365,0,0,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,802.2762237762238
35257271,2017.0,0,2.0,2.0,0,1,1,1.0,1.0,1.0,63.0,1,1,1125,1,1,1125,1125,1.0,1125.0,0,24,34,54,13,13,1,2,0,2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,802.2762237762238
40961382,2019.0,0,0.0,0.0,0,1,4,1.0,1.0,2.0,504.0,1,2,1125,2,4,1125,1125,2.0,1125.0,29,55,85,85,0,0,0,1,1,0,0,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,0,0,1,0,1,0,802.2762237762238
2367996,2014.0,0,6.0,6.0,0,1,3,1.0,0.0,1.0,180.0,2,3,89,3,3,89,89,3.0,89.0,0,0,0,0,2,1,0,6,6,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,802.2762237762238
12956065,2013.0,1,8.0,8.0,0,1,4,1.0,1.0,2.0,315.0,2,1,90,2,5,90,90,2.4,90.0,17,47,54,135,86,27,1,8,8,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,1,802.2762237762238
27879051,2016.0,0,2.0,2.0,1,1,4,2.0,2.0,3.0,348.0,4,1,10,1,1,10,10,1.0,10.0,6,6,6,6,2,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,802.2762237762238
39368915,2014.0,1,2.0,2.0,1,1,2,1.0,1.0,1.0,449.0,1,3,1125,2,3,90,1125,2.5,449.3,4,14,34,288,0,0,1,3,2,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,802.2762237762238
41175306,2016.0,0,3.0,3.0,0,0,2,2.0,1.0,1.0,252.0,1,1,1125,1,1,1125,1125,1.0,1125.0,30,60,90,365,1,1,1,2,0,2,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,802.2762237762238
13814393,2016.0,0,1.0,1.0,0,0,3,2.5,2.0,2.0,470.0,1,25,60,25,25,60,60,25.0,60.0,23,53,83,358,0,0,1,1,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,802.2762237762238
40937824,2019.0,0,0.0,0.0,0,1,2,2.0,1.0,1.0,213.0,1,10,21,10,10,1125,1125,10.0,1125.0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,802.2762237762238
31252749,2014.0,0,1.0,1.0,0,1,2,1.0,1.0,2.0,332.0,1,2,7,2,2,7,7,2.0,7.0,30,60,90,180,0,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,802.2762237762238
12380964,2016.0,0,5.0,5.0,0,0,4,1.0,1.0,1.0,600.0,1,1,1125,1,5,1125,1125,1.1,1125.0,26,35,35,55,24,0,0,3,3,0,0,0,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,802.2762237762238
21879314,2015.0,0,1.0,1.0,0,0,4,2.5,2.0,2.0,321.0,1,3,1125,3,3,1125,1125,3.0,1125.0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,0,1,0,0,1,802.2762237762238
2203183,2014.0,0,1.0,1.0,0,1,4,2.0,2.0,4.0,369.0,1,1,1125,1,1,1125,1125,1.0,1125.0,0,0,0,1,0,0,0,2,2,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,802.2762237762238
1966769,2013.0,0,1.0,1.0,1,0,7,2.0,3.0,6.0,499.0,5,4,30,4,7,30,30,4.1,30.0,6,20,38,299,34,9,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,802.2762237762238
28152644,2018.0,1,2.0,2.0,0,1,6,2.0,2.0,2.0,445.0,6,2,1125,2,2,1125,1125,2.0,1125.0,5,26,40,266,2,2,0,2,2,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,0,0,1,802.2762237762238
31339826,2018.0,1,4.0,4.0,0,1,7,2.0,2.0,1.0,290.0,1,3,90,3,6,1125,1125,3.2,1125.0,0,0,0,0,5,5,1,4,4,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,1,0,0,1,802.2762237762238
13747448,2014.0,1,3.0,3.0,1,0,2,1.0,1.0,1.0,290.0,1,2,1125,2,5,1125,1125,2.0,1125.0,6,7,32,304,215,52,1,3,3,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,1,802.2762237762238
11298785,2011.0,0,8.0,8.0,0,1,6,1.5,2.0,2.0,428.0,5,5,180,5,5,180,180,5.0,180.0,7,29,59,149,0,0,0,5,3,2,0,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,802.2762237762238
8072199,2015.0,0,2.0,2.0,0,0,2,1.0,1.0,1.0,499.0,1,3,120,3,3,120,120,3.0,120.0,14,14,34,124,13,3,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,802.2762237762238
5862649,2014.0,0,2.0,2.0,1,0,6,2.5,3.0,4.0,336.0,2,2,120,2,5,120,120,2.1,120.0,25,29,29,29,42,7,0,2,2,0,0,1,1,1,1,0,1,0,0,1,1,1,0,1,0,1,1,1,1,1,0,0,1,802.2762237762238
14869284,2012.0,0,1.0,1.0,0,0,4,1.5,1.0,2.0,180.0,2,6,1125,6,6,1125,1125,6.0,1125.0,5,25,55,330,4,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,802.2762237762238
10700510,2014.0,0,1.0,1.0,1,1,4,2.0,2.0,2.0,449.0,4,5,90,5,5,90,90,5.0,90.0,19,42,72,347,3,2,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,0,1,0,802.2762237762238
